Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
517,1,3,3,6,"(da0634c124503f901acda66f64b966077fac2e82, 2016-02-04 13:23:54 +0000, ivpopov, 3, 3, 6, LINK)"
51730,1,9,0,9,"(39fa0b5d0a3b966a50dcd90b26e6c36942705d6d, 2021-02-25 09:33:52 -0800, pbialecki, 9, 0, 9, LINK)"
51735,1,48,2,50,"(5563248b5882231cb99105b042cc32bddd18b912, 2021-03-10 14:21:35 -0800, Elias Ellison, 48, 2, 50, LINK)"
518,1,2,3,5,"(94b35312d00a0c8a369ca28ee931a9bccc53909e, 2016-10-02 05:41:47 +0100, Ricardo Barreira, 2, 3, 5, LINK)"
51840,1,1,1,2,"(42635c3e597ed1c8d436d97220efb61047641baa, 2021-02-09 07:22:34 -0800, Chester Liu, 1, 1, 2, LINK)"
51889,2,44,36,80,"(f071020756be512be1e58392a48cef6603fbceae, 2021-02-12 08:00:46 -0800, Nikita Shulga, 22, 18, 40, LINK), (56034636b9f37b54dacfab8794e93ba6b10bdfc7, 2021-02-09 04:50:23 -0800, Nikita Shulga, 22, 18, 40, LINK)"
51930,3,48,0,48,"(8158c39b50cb936f1f6567d2777477cc50fc47e4, 2021-03-05 09:08:03 -0800, Nikitha Malgi, 16, 0, 16, LINK), (e4bf54d645b2202f87da7c306c632f8030032dd0, 2021-03-05 09:07:59 -0800, Nikitha Malgi, 16, 0, 16, LINK), (5ebfabb310d6b3c8b32d28314b3e4612d21f5d85, 2021-03-05 08:57:19 -0800, Peter Bell, 16, 0, 16, LINK)"
51949,1,31,12,43,"(5fda3b094c9247e7f0d9e0a76a78fa7b8a476774, 2021-02-19 08:16:58 -0800, kshitij12345, 31, 12, 43, LINK)"
51992,2,64,60,124,"(e36576d153a7d3197f743de257934b2fa1a7b1a9, 2021-03-01 12:39:11 -0800, Michael Carilli, 26, 26, 52, LINK), (a1b8f3d4b6ada3721a3d9d8266f86dcb04f17fcb, 2021-02-10 11:41:47 -0800, Jane Xu, 38, 34, 72, LINK)"
52002,2,26,22,48,"(68e2a8c420212e72576bf28e14400b904a5d5e1f, 2021-02-16 07:56:07 -0800, Jane Xu, 2, 4, 6, LINK), (bff81945225f5acc4f347abe7f9c96570a2bf1c4, 2021-02-10 17:54:34 -0800, Jane Xu, 24, 18, 42, LINK)"
52044,1,59,12,71,"(fe38027fc3d445cef0d7643f3a66e24005c5f49f, 2021-03-12 12:49:16 -0800, kshitij12345, 59, 12, 71, LINK)"
52075,1,28,3,31,"(de4c9ecc3584231a6000c3b56b062271e8b38e17, 2021-02-13 19:32:22 -0800, Nikita Shulga, 28, 3, 31, LINK)"
521,1,7,7,14,"(29c91c80a287f3dae71ac5584fabee4fc9150e7c, 2016-03-26 21:19:28 +0100, Francisco Massa, 7, 7, 14, LINK)"
52146,2,4,4,8,"(30baaef738324f95efabdeab130429d4977e89b9, 2021-03-16 11:45:50 -0700, Nikita Shulga, 2, 2, 4, LINK), (67794b14bb5d89a27026a87421b5b68cc60bb97e, 2021-02-22 21:09:24 -0800, Nikita Shulga, 2, 2, 4, LINK)"
52163,1,2,2,4,"(df837d0384398f1fac1000189d62b05e7ff0240d, 2021-02-15 08:57:41 -0800, Sergei Vorobev, 2, 2, 4, LINK)"
52213,1,33,5,38,"(e5e54ada6196b58ced1c16062808575837a3f08b, 2021-03-02 10:36:37 -0800, Natalia Gimelshein, 33, 5, 38, LINK)"
52217,1,55,3,58,"(e658d7c37b7a4bc1f9737b7f989f3ecfb963fc43, 2021-02-23 10:38:21 -0800, Tugsbayasgalan Manlaibaatar, 55, 3, 58, LINK)"
52254,1,12,20,32,"(983347fa25f84b352240b9e4c6532d42d4ea4741, 2021-02-18 09:51:19 -0800, Gregory Chanan, 12, 20, 32, LINK)"
52257,1,16,6,22,"(a39b1c42c184916ab0798fde7b23967702d003e9, 2021-02-22 14:44:58 -0800, Joel Schlosser, 16, 6, 22, LINK)"
5229,1,28,0,28,"(2078e4ed37533f7de04bc28c66739a6bd1042776, 2018-02-14 12:19:18 -0800, Simeon Monov, 28, 0, 28, LINK)"
5240,1,3,3,6,"(170b22a8f010bf064c6a83cba9c310933323df1a, 2018-02-15 12:44:25 -0800, Edward Z. Yang, 3, 3, 6, LINK)"
52436,2,42,4,46,"(38414d29a1b66e3b9a0b406160e042b3a898b964, 2021-03-12 02:42:06 -0800, BowenBao, 21, 2, 23, LINK), (e9b1434582248a95ddf7fc7c2c70cdcec9477d5f, 2021-02-25 16:13:03 -0800, David Fan, 21, 2, 23, LINK)"
52455,1,4,4,8,"(116d40220041560a8f535bff1564d98e33e44fa4, 2021-02-22 11:57:43 -0800, 76181208+imaginary-person@users.noreply.github.com, 4, 4, 8, LINK)"
52456,1,43,1,44,"(6557ea0509bace85689a72b401e0855a0993ec37, 2021-03-04 09:08:46 -0800, Joel Schlosser, 43, 1, 44, LINK)"
52463,1,21,2,23,"(3721962c33a64946bd3be8ce8c032c4e7d895d22, 2021-02-23 06:56:43 -0800, Nikita Shulga, 21, 2, 23, LINK)"
52467,1,2,2,4,"(a59c4039e0c9b451d62b3991d7c902be02a79996, 2021-02-22 19:00:11 -0800, peter, 2, 2, 4, LINK)"
52526,1,2,2,4,"(43f810fa96a0d2c40387c8c84f710926d9ede3c1, 2021-03-02 10:53:39 -0800, Nikita Shulga, 2, 2, 4, LINK)"
52554,1,1,0,1,"(fd5792f8570a703eb423a198695be19f7c503e33, 2021-02-22 16:17:09 -0800, Jeff Yang, 1, 0, 1, LINK)"
52568,1,1,1,2,"(b22b082cc8d0e59c651f6a886f59baee5590abd0, 2021-03-01 10:03:54 -0800, MY_, 1, 1, 2, LINK)"
52581,1,60,51,111,"(d4602b7e459c4ad19cf1f59cd157cc4937f8ba72, 2021-03-11 20:51:52 -0800, Horace He, 60, 51, 111, LINK)"
52715,1,68,9,77,"(a6b7da7dfe59aee53d052bc427b551f459ef424f, 2021-02-24 21:35:21 -0800, Xiang Gao, 68, 9, 77, LINK)"
52716,1,68,9,77,"(a6b7da7dfe59aee53d052bc427b551f459ef424f, 2021-02-24 21:35:21 -0800, Xiang Gao, 68, 9, 77, LINK)"
52724,1,30,2,32,"(0f3a3f22af833f9f2045dc7f3957e92d83168f13, 2021-02-25 16:09:55 -0800, neerajprad, 30, 2, 32, LINK)"
52773,1,84,32,116,"(aba33b0042026ac8e1272d33e12b2db8e2ef32b3, 2021-03-02 19:54:14 -0800, Mikhail Zolotukhin, 84, 32, 116, LINK)"
52774,1,377,450,827,"(d3b427a0e321e63743e387c183c8db44c22b4431, 2021-02-24 22:41:34 -0800, Mikhail Zolotukhin, 377, 450, 827, LINK)"
52776,1,3,0,3,"(57947c5d85cb2fc755773ebce2df06b1c7d177b0, 2021-02-24 22:41:34 -0800, Mikhail Zolotukhin, 3, 0, 3, LINK)"
52778,1,427,80,507,"(e22da0a5c48ade4b48a9442bef04461776a8ce30, 2021-03-01 20:35:17 -0800, Mikhail Zolotukhin, 427, 80, 507, LINK)"
52806,1,2,2,4,"(7f1693d95eacb385580b5f5b4f7d4a20820b0b37, 2021-02-27 07:43:35 -0800, danielgordon10, 2, 2, 4, LINK)"
52822,1,15,1,16,"(ef3765b992f2d88109f6aab0a641859f145b0a73, 2021-03-09 10:49:02 -0800, Xiao Wang, 15, 1, 16, LINK)"
52843,1,59,8,67,"(272dfc7bb998145e8c60e63ad4b06ac71eda5bf4, 2021-03-01 18:26:24 -0800, Nikita Shulga, 59, 8, 67, LINK)"
52857,1,1,1,2,"(44b9fcfb55e181d647b77270b1a77aa103eed97b, 2021-02-26 10:55:01 -0800, Nikita Shulga, 1, 1, 2, LINK)"
52907,1,12,6,18,"(8870c391e9fbb023ef2319f4a27b8020d353a79a, 2021-03-01 11:12:02 -0800, peter, 12, 6, 18, LINK)"
53000,1,93,5,98,"(aae188c529c9d964b9d6dd1d6e8a6e281b4cf798, 2021-03-02 00:32:05 -0800, Raghavan Raman, 93, 5, 98, LINK)"
53013,1,1,1,2,"(a0d1e701db66682411f3c2e56be9ab823359c0b5, 2021-03-05 22:10:08 -0800, Yukio Siraichi, 1, 1, 2, LINK)"
53030,1,12,0,12,"(e2ecfb60a6beb004f9c7d2c949973b977f8394f4, 2021-03-02 16:47:07 -0800, Thomas J. Fan, 12, 0, 12, LINK)"
53092,1,139,3,142,"(ef07a04072fe02ce62a8b28d52a0548a5229d5eb, 2021-03-12 18:47:24 -0800, Raghavan Raman, 139, 3, 142, LINK)"
5310,1,12,0,12,"(7a521177926ce0534673d13ea908709d902cb0d6, 2018-10-15 16:59:28 -0700, Konstantin Semianov, 12, 0, 12, LINK)"
53108,1,1,1,2,"(43906f9b8bf7749fca65be3a57de1e8cfb8ee6af, 2021-03-03 10:06:45 -0800, Benjamin Lefaudeux, 1, 1, 2, LINK)"
5311,1,0,4,4,"(e5678794ed43feb756417a5c56a3b2d0f38f792c, 2018-07-17 10:56:29 -0700, Edward Yang, 0, 4, 4, LINK)"
53182,1,48,4,52,"(8b9e3e6fd4477443d1aa7f738611776462146e07, 2021-03-11 11:25:46 -0800, kshitij12345, 48, 4, 52, LINK)"
53217,2,116,11,127,"(51592a9e0a3c30a7e927081f153bf8db5c66f15e, 2021-03-04 20:32:22 -0800, Meghan Lele, 59, 2, 61, LINK), (f1eedfa2c865e2c5f7c4fa67fd22d952af271306, 2021-03-04 20:32:22 -0800, Meghan Lele, 57, 9, 66, LINK)"
53237,1,2,10,12,"(89fce74d558c1f0832b99e3de5787d14a7f1d7f3, 2021-03-12 11:47:24 -0800, Alexander, 2, 10, 12, LINK)"
53272,1,6,6,12,"(8c54cd7f37a3c3ac61908a451ec648c54796b114, 2021-03-04 10:39:16 -0800, Edward Yang, 6, 6, 12, LINK)"
5331,1,2,2,4,"(7a36c132cef1c3256a26048251ef022f60e22f3e, 2018-02-23 15:35:51 -0600, avmgithub, 2, 2, 4, LINK)"
5332,1,61,2,63,"(8e22ef0cb257f52d069641bd281d28d12780d22a, 2018-03-23 11:53:31 -0400, Richard Zou, 61, 2, 63, LINK)"
53393,1,1,1,2,"(c3405e5ba1271d7c456ce151c10b899d06ccda85, 2021-03-05 11:46:31 -0800, Eli Uriegas, 1, 1, 2, LINK)"
53409,1,9,9,18,"(cdac61ecd4dec7523c942256d70223e90be333dd, 2021-03-11 13:47:24 -0800, skyline75489, 9, 9, 18, LINK)"
53413,1,2,81,83,"(5344c3ea9eb75941837ecd35e3a406be032af818, 2021-03-11 17:02:40 -0800, Pritam Damania, 2, 81, 83, LINK)"
53454,1,6,6,12,"(790326d49bcbc6e66295d66137d4fc08853e3ab6, 2021-03-14 01:11:09 -0800, Ivan Yashchuk, 6, 6, 12, LINK)"
53456,1,11,0,11,"(f62e9156dcb92a40ec3180d08371b44cde007ddd, 2021-03-12 11:49:58 -0800, Peter Bell, 11, 0, 11, LINK)"
53501,2,8,8,16,"(c439f85b16cd3fa263fc3d4471fab6c351012d09, 2021-03-12 20:31:29 -0500, mrshenli, 4, 4, 8, LINK), (115df4fa28efe7ff0b97b4cbaa12e3bf6ad35941, 2021-03-08 10:52:52 -0800, Shen Li, 4, 4, 8, LINK)"
53505,1,17,1,18,"(e13ef777a7f91bf9fb8cc0b92be7ac9c5057439b, 2021-03-10 10:11:44 -0800, Thomas Viehmann, 17, 1, 18, LINK)"
53517,1,34,0,34,"(bf88a4dad5b3c06f43a9ce07a51ec0ab0dbfe2d3, 2021-03-09 00:00:14 -0800, Yanan Cao, 34, 0, 34, LINK)"
53526,2,16,7,23,"(53c77e7d5db38942abe3c2829be1ef748b16b788, 2021-03-08 17:05:12 -0800, Howard Huang, 15, 7, 22, LINK), (1e306b9a719666d657aa8eabb04a23a9031cfdfc, 2021-03-08 11:21:25 -0800, Sam Estep, 1, 0, 1, LINK)"
53540,1,4,1,5,"(70a43425e010ce92b1d6682f28c6b9abfd6fe98e, 2021-03-10 11:54:48 -0800, Jean Kossaifi, 4, 1, 5, LINK)"
53565,2,86,8,94,"(c6139b7915a9544c0c1cf1474f3c681a69dc86af, 2021-03-16 11:46:19 -0700, Nikita Shulga, 43, 4, 47, LINK), (f2689b1e1302f784c822bbd6697f53e39df59bb1, 2021-03-13 11:18:39 -0800, Nikita Shulga, 43, 4, 47, LINK)"
53587,3,191,51,242,"(547f43576399eb4237eb005ffb91039f29bdab58, 2021-03-14 20:36:59 -0700, Edward Yang, 69, 19, 88, LINK), (14222fd9024491ba6445016c3a8c084369c5e942, 2021-03-14 12:25:23 -0700, Edward Z. Yang, 69, 19, 88, LINK), (1b5177a4de3b13edd3eccbfad03d15d2e1e46da9, 2021-03-10 14:29:07 -0800, Edward Z. Yang, 53, 13, 66, LINK)"
53833,1,8,2,10,"(bbce574ccf68000db9c765512b647095ac6630a0, 2021-03-11 11:15:31 -0800, Sam Estep, 8, 2, 10, LINK)"
53840,1,7,2,9,"(4873641602ef8c15f07afba0ff5e0a171f458c87, 2021-03-12 07:03:12 -0800, Howard Huang, 7, 2, 9, LINK)"
542,1,1,1,2,"(fa24e47d1a6980246d63f73e45d7ab6561122f9d, 2018-02-27 21:39:41 +0000, onnxbot, 1, 1, 2, LINK)"
543,1,1,1,2,"(ddf6b3daaecf142c547c7e55e6627454f5a44f96, 2018-02-27 02:03:42 +0000, onnxbot, 1, 1, 2, LINK)"
5431,1,4,4,8,"(0d9b9100f977f677a0734af9096e9121ed85b337, 2018-09-14 09:12:45 -0700, Vishwak Srinivasan, 4, 4, 8, LINK)"
544,1,6,1,7,"(feecb0951757a5ef12171fa82af0511ad31874c9, 2017-07-14 17:17:04 -0700, Guillaume Dumont, 6, 1, 7, LINK)"
5442,1,23,1,24,"(7e55494502478d7f78138bc974e681df52b0635c, 2020-03-08 20:00:36 -0700, Mike Ruberry, 23, 1, 24, LINK)"
5462,1,337,351,688,"(27265503ad1b4c63e2caceb6b991a7abe998d7bd, 2018-03-01 18:11:39 -0500, Tongzhou Wang, 337, 351, 688, LINK)"
547,1,1,1,2,"(e3aae398ce8555c45fc1b574ad2e0d24e3883c15, 2018-02-24 00:33:05 +0000, onnxbot, 1, 1, 2, LINK)"
551,3,2561,783,3344,"(b875fb281c92dbe88da279a0ff7ad342e7b28b9e, 2018-05-10 23:14:27 -0700, Paul Jesse Hellemn, 2549, 779, 3328, LINK), (5aed120bc38c753753770e712f9ee1843741b27e, 2018-04-25 21:28:39 +0000, onnxbot, 1, 1, 2, LINK), (df2f52704c3a21e5364c0bec807dbb05a91cfab4, 2017-06-05 14:39:28 -0700, Luke Yeager, 11, 3, 14, LINK)"
5534,1,169,1,170,"(932c4c2364884af52609ea8a86c7232a926d958f, 2018-04-27 15:49:58 -0400, Richard Zou, 169, 1, 170, LINK)"
5542,1,2,3,5,"(6aeaa524761092b71928ab7ee82d4953b97bb241, 2018-03-04 15:02:47 +0800, peterjc123, 2, 3, 5, LINK)"
555,1,1,1,2,"(ea10b7bc63eb0055e97695f2a438c987ededaa97, 2018-02-28 22:08:33 +0000, onnxbot, 1, 1, 2, LINK)"
5552,1,29,16,45,"(cf2e1760490d369e93017b9425279b235c10772d, 2018-03-19 16:06:27 -0400, Richard Zou, 29, 16, 45, LINK)"
5554,1,13,2,15,"(371e14b807cfa8fc4087ecf7676ba076d0817453, 2018-03-28 17:21:38 -0400, Richard Zou, 13, 2, 15, LINK)"
5556,1,4,0,4,"(42bf2f9289daf59072e5b83ed4e2dd9a03eb9739, 2018-03-12 17:04:51 +0100, Benjamin Heinzerling, 4, 0, 4, LINK)"
563,1,1,1,2,"(0bce97b10141be07ffd0ba367a6cb93616a95f56, 2018-03-03 00:45:58 +0000, onnxbot, 1, 1, 2, LINK)"
5648,1,758,636,1394,"(6f80023c29e0fb55f46a32c4931bc5d4ba749846, 2018-03-19 21:09:43 +0100, Luca Antiga, 758, 636, 1394, LINK)"
566,1,1,1,2,"(7cdc272224ab844fa4bb93a81554a80abb739147, 2018-03-01 23:51:35 +0000, onnxbot, 1, 1, 2, LINK)"
5660,1,65,12,77,"(6e28d4d364246f35f5bdbd18bd8e12edc28538aa, 2018-06-26 19:31:07 +0300, Vadim Velikodniy, 65, 12, 77, LINK)"
5661,1,1,1,2,"(b543041e2119f31e4770c02190635fce82a7a564, 2018-03-09 16:03:25 -0500, Shagun Sodhani, 1, 1, 2, LINK)"
5704,1,4,0,4,"(42bf2f9289daf59072e5b83ed4e2dd9a03eb9739, 2018-03-12 17:04:51 +0100, Benjamin Heinzerling, 4, 0, 4, LINK)"
5718,1,4,4,8,"(025e43c2634023de4c62fe4f1afeda6a9f7565da, 2018-03-13 04:38:04 -0400, Calvin Lee, 4, 4, 8, LINK)"
5719,1,24,0,24,"(e831ad62046da7c330b566a275242b77099b28a0, 2018-04-03 11:49:40 -0400, Richard Zou, 24, 0, 24, LINK)"
573,1,1,1,2,"(8c92be5320c4830e8b777b06a92c30f7deecf3c0, 2018-03-23 17:07:11 +0000, onnxbot, 1, 1, 2, LINK)"
5739,1,23,4,27,"(9923701a0d746f68fd5061a058d544759fc1609f, 2018-03-23 22:22:39 -0400, Richard Zou, 23, 4, 27, LINK)"
574,1,1,1,2,"(70fdeb8e07063dbbfa98b1aae05c9ebd24deae60, 2018-03-09 07:23:55 +0000, onnxbot, 1, 1, 2, LINK)"
5748,1,199,146,345,"(ce2854c8758df972e15409cadc820bf5884f724b, 2018-04-16 11:42:57 -0700, li-roy, 199, 146, 345, LINK)"
5823,1,1129,1265,2394,"(227c8f2654c5aa4dda319d7401d319bb4636be47, 2018-07-06 15:25:30 -0700, Ailing Zhang, 1129, 1265, 2394, LINK)"
584,1,1,1,2,"(4c0e0ebb4e9109b577310e6cb66cc9eee608299a, 2018-03-07 05:14:09 +0000, onnxbot, 1, 1, 2, LINK)"
5851,1,36,3,39,"(d11b7fbd1c49ed7bd84c89d286e2763e6ba55f51, 2018-03-19 15:26:51 -0400, Sam Gross, 36, 3, 39, LINK)"
587,1,1,1,2,"(5d74462891671da4318d03dcf8f8aaef7d95b0ed, 2018-03-07 06:54:24 +0000, onnxbot, 1, 1, 2, LINK)"
5877,1,0,6,6,"(478fa180ee5c978556371bc0b8ea25ce36660805, 2020-10-16 15:40:07 -0700, Jane Xu, 0, 6, 6, LINK)"
588,1,1,1,2,"(807a4914c32fdace9f3dfdc727ee9eda214ff924, 2018-03-08 22:49:14 +0000, onnxbot, 1, 1, 2, LINK)"
5887,1,13,8,21,"(537e0e03300a64d17a521c8574455cdf0979e2fd, 2018-03-20 22:25:28 -0400, Tongzhou Wang, 13, 8, 21, LINK)"
592,1,1,1,2,"(5450ef50ed127e52deae36e8ede4fe45d2d0f1e8, 2018-03-08 04:11:03 +0000, onnxbot, 1, 1, 2, LINK)"
5921,1,102,16,118,"(e9f144b3e84f03d6a507faac40bdfce58b68c1fb, 2018-03-22 01:14:56 -0400, cpuhrsch, 102, 16, 118, LINK)"
5943,1,5,3,8,"(c9c978dff0747796b607b1b9f383bf6e33d4245e, 2018-03-22 16:30:55 -0400, Richard Zou, 5, 3, 8, LINK)"
5946,1,141,78,219,"(4f05cb710ef067e6d60e976651942e559ecf582d, 2018-03-29 13:26:12 -0400, Tongzhou Wang, 141, 78, 219, LINK)"
596,1,1,1,2,"(d90cd73aea0bfaed9749b1883567c203580325f6, 2018-03-08 21:40:13 +0000, onnxbot, 1, 1, 2, LINK)"
597,1,1,1,2,"(ff804ba1685044cb6045fc37390a862c8c3166b2, 2018-03-09 04:07:19 +0000, onnxbot, 1, 1, 2, LINK)"
5973,1,10,2,12,"(1ab248d09e256944d41c3099ef0fcfb8ab844523, 2018-03-26 21:40:30 +0800, peterjc123, 10, 2, 12, LINK)"
599,1,1,1,2,"(063f066394aaa015fb1132664397f2a065308454, 2018-03-09 16:45:55 +0000, onnxbot, 1, 1, 2, LINK)"
5994,1,70,15,85,"(54d5c53826479142fcf1e4de3ad77f8e4b81c123, 2018-12-10 08:05:06 -0800, SsnL, 70, 15, 85, LINK)"
6,6,20,14,34,"(0b93974075844601913c6df50f6566418a35eee8, 2021-02-25 14:32:13 -0800, Akao Kazutoshi, 2, 2, 4, LINK), (7e6d932208a866551ca1b9ea7f149d48eb3ad413, 2019-06-05 18:03:51 -0700, Junjie Bai, 7, 1, 8, LINK), (b90cbb841d98aeae435b1d02b1ff211e028cdf5b, 2019-04-05 12:44:49 -0700, Joakim Rishaug, 1, 1, 2, LINK), (9de4350b77cd7f257c1c60d325f267d50965531e, 2019-03-14 15:39:25 -0700, Lu Fang, 1, 1, 2, LINK), (be6ad7ddde64cebeec4cd9537ddc3bca9cbe18e5, 2019-02-22 07:54:47 -0800, Will Feng, 8, 8, 16, LINK), (4664808938b22c22abd216008926ecd81cb0c5e5, 2017-09-24 17:07:30 -0700, Igor Sugak, 1, 1, 2, LINK)"
60,1,71,0,71,"(8dff00a7b894a25e5b8a7681f6cc1b8bb1c779aa, 2016-03-03 22:13:12 +0100, Joost van Doorn, 71, 0, 71, LINK)"
6008,1,6,1,7,"(54d4fe3f49d781030cb4c3b7ec3944fb2cf7aae3, 2018-12-19 10:34:37 -0800, vfdev-5, 6, 1, 7, LINK)"
6028,1,61,21,82,"(d0f395f7446a89f21dd8a5d8bce6c509975436f3, 2018-04-10 01:39:31 +0800, Zhou Chang, 61, 21, 82, LINK)"
6068,1,5,728,733,"(9ce21b0e90095edbda80946cff95095a992b89d6, 2018-03-31 14:28:31 -0400, Edward Z. Yang, 5, 728, 733, LINK)"
607,2,2,2,4,"(c4e5001af8ebd506d23af54bc92be42469cb8944, 2018-03-27 21:47:02 +0000, onnxbot, 1, 1, 2, LINK), (2ad57eeea9fc51a36c3187c9e554afe36eb12346, 2018-03-27 20:11:54 +0000, onnxbot, 1, 1, 2, LINK)"
609,2,5,9,14,"(eea680a3549c3de1cad73d9eb75ddd417fb1e711, 2018-03-15 03:21:09 +0000, onnxbot, 1, 1, 2, LINK), (4d37ef878cad7391d3ddf5251602cbecf7fe9944, 2017-02-07 17:15:33 +0100, zhtvk, 4, 8, 12, LINK)"
610,1,1,1,2,"(30a37a21119b0a47b59fa5c3aed6231bf1e7bbd8, 2018-04-12 22:47:41 +0000, onnxbot, 1, 1, 2, LINK)"
6111,1,494,74,568,"(7a3c38ab595ea78f16935df788c4982a0ec56966, 2018-04-22 15:18:14 -0400, Richard Zou, 494, 74, 568, LINK)"
6168,1,20,1,21,"(efc91d8c6dbf9d3aa598a58ac17921354acec2af, 2018-04-04 23:07:31 -0400, Tongzhou Wang, 20, 1, 21, LINK)"
6187,1,136,29,165,"(14cbd9adb8efafbd51444fdd88d6a34e6438b1c5, 2018-07-05 08:58:16 -0700, Vishwak Srinivasan, 136, 29, 165, LINK)"
619,1,1,1,2,"(fe6c5ad4357be66be6a6142465a28573711f0cf4, 2018-03-23 08:03:43 +0000, onnxbot, 1, 1, 2, LINK)"
6190,1,198,37,235,"(6c0f74089fe4a338d292fe4b79cfc6a395ceab16, 2018-04-13 11:49:09 -0400, Richard Zou, 198, 37, 235, LINK)"
6217,1,12,1,13,"(aa99aa1cb81fa4f5ff98785fcaba2cb88bedb57f, 2018-04-10 11:47:22 -0400, Sam Gross, 12, 1, 13, LINK)"
6219,1,20,22,42,"(19ad55cc0288fe154a1fde8592e7819c22443198, 2018-08-14 21:16:32 -0700, Wei Yang, 20, 22, 42, LINK)"
6245,1,21,20,41,"(cb1bfe91afcab1f7431202afe03381a5d59e4ee3, 2018-07-02 15:44:12 -0700, Wei Yang, 21, 20, 41, LINK)"
6271,1,204,29,233,"(302adb7cc827adbcf5cd29c531cd8cbe52b2f7dc, 2018-07-25 14:59:35 -0700, Wei Yang, 204, 29, 233, LINK)"
629,1,1,1,2,"(2d8a674141984a410b126c4ce8a3dc90b3b89a2b, 2018-03-20 05:59:14 +0000, onnxbot, 1, 1, 2, LINK)"
6312,1,5,8,13,"(1b3a5a4e7d97d34fc446a2670a634d3c98307837, 2018-04-09 13:57:26 -0400, Richard Zou, 5, 8, 13, LINK)"
632,1,2,2,4,"(0c1c0e21b8c90545bfc451589c9ebec774361b6e, 2016-12-16 15:37:06 -0500, Gao Yingkai, 2, 2, 4, LINK)"
635,2,250,18,268,"(ece288392a76bc954ef373c28f5365c55e5e1e93, 2018-03-21 07:03:57 +0000, onnxbot, 1, 1, 2, LINK), (82088a81106e45b7fe642fd20b836af10c51e9f0, 2017-01-12 15:57:30 -0500, Trevor Killeen, 249, 17, 266, LINK)"
638,1,1,1,2,"(4b54f04eab8590bfe89ee37dbf6cf1875b68b7f3, 2018-03-21 22:13:30 +0000, onnxbot, 1, 1, 2, LINK)"
6386,1,13,5,18,"(5651695a99b12bc081299ecd7b7dc1effcaa5204, 2018-04-10 01:54:10 +0800, peterjc123, 13, 5, 18, LINK)"
6397,1,2,1,3,"(4d0097fab83c9550e109a6a41c8ace735e8d23be, 2018-04-16 14:31:34 -0400, Richard Zou, 2, 1, 3, LINK)"
6398,1,14,1,15,"(0a6331792dd1312e8ad7fdf21f75b69fc8daad2f, 2018-04-12 11:10:06 +0800, peterjc123, 14, 1, 15, LINK)"
640,1,1,1,2,"(81a29967c54cb445a615be8ac12204f79da928d4, 2018-03-23 03:23:28 +0000, onnxbot, 1, 1, 2, LINK)"
6479,1,113,11,124,"(2b44c420c8e61501ef04a5e4af2347ecc3c86202, 2018-04-26 17:11:20 +0200, Thomas Viehmann, 113, 11, 124, LINK)"
651,1,1,1,2,"(5f90d4121174bc826555ac5af75f413dc7596786, 2018-03-27 18:45:21 +0000, onnxbot, 1, 1, 2, LINK)"
653,2,23,2,25,"(d11fc903176e524cd10d7bd72d6ba2cf9caed1a8, 2018-03-26 19:26:09 -0700, mlappelbaum, 22, 1, 23, LINK), (f2bc1dc099f23fd1b08db1bc883fc68b11df9bcb, 2018-03-26 20:23:03 +0000, onnxbot, 1, 1, 2, LINK)"
6556,1,22,0,22,"(6dfaa1071aaea2e5eab269909345457b6e70d9d5, 2018-04-19 14:12:16 -0400, Edward Z. Yang, 22, 0, 22, LINK)"
656,1,1,1,2,"(7375ba5e60d306dee8ad4d8b18eabeaf2d8c36a5, 2018-03-23 22:36:29 +0000, onnxbot, 1, 1, 2, LINK)"
657,2,23,2,25,"(d11fc903176e524cd10d7bd72d6ba2cf9caed1a8, 2018-03-26 19:26:09 -0700, mlappelbaum, 22, 1, 23, LINK), (2a47fb3082457a41417cdf161776a162f64420f3, 2018-03-26 20:51:33 +0000, onnxbot, 1, 1, 2, LINK)"
6593,1,16,2,18,"(560530aeecdae8c37d47c8ee7967c8583843a0bf, 2018-12-19 10:40:48 -0800, Tugrul Ates, 16, 2, 18, LINK)"
6622,2,85,43,128,"(ef91cfd68b952fc24fd871837be019ced8f76f8e, 2018-12-04 12:21:17 -0800, Ailing Zhang, 62, 34, 96, LINK), (c730792d5133f489e368adf2702ef11825e8f503, 2018-04-27 21:45:26 +0200, Thomas Viehmann, 23, 9, 32, LINK)"
666,1,1,1,2,"(aecec8b4121bd791236d227bc1d2dfef849fc1ec, 2018-04-07 14:59:32 +0000, onnxbot, 1, 1, 2, LINK)"
671,1,1,1,2,"(e114e84d9169047f2f014f0c225230fc1d558999, 2018-03-28 06:58:24 +0000, onnxbot, 1, 1, 2, LINK)"
6721,1,54,18,72,"(aa3156c235995adcaa24bdeec593a3a9d32777d9, 2017-03-01 03:19:32 -0800, Aapo Kyrola, 54, 18, 72, REGEX)"
674,1,1,1,2,"(0c7c34253b54d5e3399ec2971b0bfbac73d2825d, 2018-03-28 06:54:44 +0000, onnxbot, 1, 1, 2, LINK)"
