Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
41674,1,14,12,26,"(dd918be82cb9702cc9ca022179629fbd8c6d3ed9, 2020-07-24 17:07:04 -0700, Nat Jeffries, 14, 12, 26, LINK)"
42,3,1507,227,1734,"(2c8d0dca978a246f54c506aae4587dbce5d3bcf0, 2017-02-21 11:00:19 -0800, Benoit Steiner, 1451, 221, 1672, LINK), (881265ff80209710b2f064a98e2b7bc4608bbf64, 2015-12-20 19:46:09 -0800, Illia Polosukhin, 43, 0, 43, LINK), (2461edeae4a6cefc4e521d7aed8f4b62e85a763b, 2015-12-20 19:07:04 -0800, Illia Polosukhin, 13, 6, 19, LINK)"
42001,1,11,2,13,"(766dec30b45ad1fb3a801413222d24a2c0173665, 2020-08-05 23:36:52 +0000, Yong Tang, 11, 2, 13, REGEX)"
42105,3,30,5,35,"(e64379525429165faf34b52063919401f9283827, 2020-10-20 16:27:25 -0700, Mihai Maruseac, 6, 0, 6, LINK), (eccb7ec454e6617738554a255d77f08e60ee0808, 2020-10-19 17:56:36 -0700, Mihai Maruseac, 20, 0, 20, LINK), (12a806e96866296b154134b27ef4228f39f403cc, 2020-08-08 19:12:31 -0700, A. Unique TensorFlower, 4, 5, 9, LINK)"
42129,2,31,0,31,"(e64379525429165faf34b52063919401f9283827, 2020-10-20 16:27:25 -0700, Mihai Maruseac, 6, 0, 6, LINK), (3ade2efec2e90c6237de32a19680caaa3ebc2845, 2020-08-08 00:47:35 +0000, Yong Tang, 25, 0, 25, REGEX)"
42193,1,32,4,36,"(e4fe575ea367f06e31898adf7fb5b62cbd22240d, 2020-08-18 15:02:44 -0700, Scott Zhu, 32, 4, 36, LINK)"
42217,1,1,1,2,"(916bd91c2bc1ded18ca460520e922a71c3033418, 2020-08-11 21:18:44 -0700, A. Unique TensorFlower, 1, 1, 2, LINK)"
42248,1,6,1,7,"(bf9a705387b76ff9b58d89c71448dac5bd6b5092, 2020-08-13 19:11:53 +0000, Yong Tang, 6, 1, 7, REGEX)"
4226,1,46,7,53,"(b00e940445a03dd5edbe47ff34762ec8ff4087fb, 2016-11-01 11:15:37 -0800, Illia Polosukhin, 46, 7, 53, LINK)"
42281,1,68,4,72,"(7bd42cf6ba061ba7c06c072c9d962abe331461eb, 2020-10-26 17:12:19 -0700, Rohan Jain, 68, 4, 72, LINK)"
42329,2,15,1,16,"(7170d8e8468568ae100e925741e59b7270b009ce, 2020-08-15 19:12:31 +0000, Yong Tang, 6, 1, 7, REGEX), (0824c3e1b6671d641d495ff736d83dd8bd53ad96, 2020-08-15 19:05:06 +0000, Yong Tang, 9, 0, 9, REGEX)"
42331,1,1,0,1,"(35c2a97ddca6da7d5a21d5ee3e2869eec68299f9, 2020-08-21 11:55:02 -0700, A. Unique TensorFlower, 1, 0, 1, LINK)"
42364,1,48,6,54,"(532966cad34471bded2b0483737e8e8d23bc4720, 2020-09-01 14:42:52 -0700, Frank Chen, 48, 6, 54, LINK)"
42386,1,6,0,6,"(f25125e50bab365642335413356466883bf7f361, 2021-01-03 11:09:16 -0800, A. Unique TensorFlower, 6, 0, 6, LINK)"
424,1,1,0,1,"(090cb450e25f14942e70c53d0d82ea8f9d164d57, 2018-11-05 15:30:04 -0800, Bhavani Subramanian, 1, 0, 1, LINK)"
42481,1,4,1,5,"(57b009e31e59bd1a7ae85ef8c0232ed86c9b71db, 2020-08-22 08:35:54 -0400, Peter Sobot, 4, 1, 5, LINK)"
42500,1,12,0,12,"(113555fab7c1a607991b41cdf3974f5f8e0873ea, 2020-08-23 01:30:31 -0700, drebain, 12, 0, 12, LINK)"
42504,1,0,3,3,"(47afb26c2d28991eeebea9c404da499c2a9c8148, 2020-08-25 19:32:38 -0700, Terry Heo, 0, 3, 3, LINK)"
42522,2,18,18,36,"(f7639d3a3257e0a99dd7cafbd1db8b9d9402de3f, 2020-09-18 16:54:41 -0700, Allen Lavoie, 15, 3, 18, LINK), (151800d58a1909d3d4ffc7a44804706252399d5e, 2020-09-17 00:45:35 -0700, A. Unique TensorFlower, 3, 15, 18, LINK)"
42597,6,31,7,38,"(a8b5e782415c200d9536f943254122633b190e8c, 2020-09-24 17:04:36 +0800, yuanbopeng, 13, 1, 14, LINK), (8a773b71258e627ee51bee30b017c27d790a1b3f, 2020-09-14 13:55:39 +0800, yuanbopeng, 10, 3, 13, LINK), (3e4222c02e2aff4a0ff8997a55455d304b6c28c3, 2020-09-02 10:12:50 +0800, yuanbopeng, 1, 1, 2, LINK), (43641031eaf781fb12c8c18d1bc320bd9108de62, 2020-09-01 21:52:26 +0800, yuanbopeng, 1, 1, 2, LINK), (bdf940adf6eb2e0eff1655dfaae3eab36580fac6, 2020-09-01 21:38:40 +0800, yuanbopeng, 1, 1, 2, LINK), (316c4d68cdb79c6b11d9662907ec8afdbd0432e2, 2020-09-01 20:14:36 +0800, yuanbopeng, 5, 0, 5, LINK)"
4261,2,38,6,44,"(103f89a10888a749c24593bffae188dda320cfc8, 2016-09-07 18:59:28 -0700, David Z. Chen, 19, 3, 22, LINK), (ddd1f1677fb7b7ffdd5f029b86a5baf7f2a1558c, 2016-09-07 18:59:28 -0700, David Z. Chen, 19, 3, 22, LINK)"
42627,1,4,7,11,"(e82addaf775118306dd7c3cb6b6d0fb26ae130c1, 2020-08-24 15:01:16 -0700, A. Unique TensorFlower, 4, 7, 11, LINK)"
42704,1,1,1,2,"(8a23ae3d60357eb3d46f92f5f6d7ec0434834953, 2020-08-27 14:33:57 +0200, Martin Hwasser, 1, 1, 2, LINK)"
42748,2,44,13,57,"(170e2be33d2ffd98c7007ed11a40b544261141a3, 2020-09-23 12:41:00 +0200, Felix Johnny, 15, 4, 19, LINK), (b18a353b7819c4049e70c6b77594221df1563fe7, 2020-08-31 10:50:36 +0200, Jan Jongboom, 29, 9, 38, LINK)"
4279,2,35258,8214,43472,"(cf7c008ab150ac8e5edb3ed053d38b2919699796, 2017-06-28 11:07:44 -0700, Yifei Feng, 35256, 8213, 43469, LINK), (5a25cba3423060cfff038a4e42606c74d44b6663, 2017-06-21 13:54:27 -0700, Andrew Selle, 2, 1, 3, LINK)"
42832,1,7,1,8,"(c9e3bda585d5acb8c458d4f2417815e31f4ad883, 2020-09-02 16:37:42 -0700, Advait Jain, 7, 1, 8, LINK)"
42909,1,5,3,8,"(734ac4e9ab98a784e02b3278cdf80e2b758e64da, 2020-09-03 19:20:36 +0000, Yong Tang, 5, 3, 8, REGEX)"
42951,2,119,125,244,"(47aa064459a5efd94ab714d1543930b173069455, 2020-09-23 09:47:54 +0200, Felix Johnny, 117, 125, 242, LINK), (b1b5be5bd97fadd8fe77dbb25db448339e45fd7f, 2020-09-23 10:27:10 +0200, Felix Johnny, 2, 0, 2, LINK)"
43,1,57,4,61,"(8f4ef469af1850cd8d7cca824d94ec71d0510376, 2015-12-20 11:16:17 -0800, Illia Polosukhin, 57, 4, 61, LINK)"
43043,3,61,33,94,"(9a02380d42369f6d3780235d24ab165c862c64d6, 2020-12-14 20:05:57 -0800, Allen Lavoie, 29, 1, 30, LINK), (3c81a306067d8148a6e37ccb51b9836766932796, 2020-12-14 11:06:49 -0800, A. Unique TensorFlower, 3, 29, 32, LINK), (4b05947bf188786ff7f09b46fbc286d6a885e36b, 2020-12-14 08:45:36 -0800, Allen Lavoie, 29, 3, 32, LINK)"
43076,1,24,18,42,"(88ba6c1fbd481169343f0f92f63aa3efdd99a52a, 2020-09-09 05:51:06 -0700, Advait Jain, 24, 18, 42, LINK)"
4308,1,32,22,54,"(4d241449aeb3707143c64e1be106cc6828a0d7b0, 2016-09-09 15:42:52 -0800, Derek Murray, 32, 22, 54, LINK)"
4312,1,4,28,32,"(f66b491a06627510c1cf751fc11db2caf5aa1f25, 2016-09-12 22:58:44 -0800, A. Unique TensorFlower, 4, 28, 32, LINK)"
43126,1,28,20,48,"(80d89bc7c9e883f4523b282fd6875926ae9010be, 2020-09-11 13:56:29 -0700, Advait Jain, 28, 20, 48, LINK)"
4330,1,0,34,34,"(1822073137e1ac431250ea6f89b2719aac8d4782, 2017-04-07 14:17:02 -0700, Vijay Vasudevan, 0, 34, 34, LINK)"
43449,1,48,0,48,"(79fce11a6cc8c3d9fd85e9a04b596fd4ea4d7b79, 2020-09-22 18:19:53 -0700, Allen Lavoie, 48, 0, 48, LINK)"
43475,1,2,0,2,"(b1b5be5bd97fadd8fe77dbb25db448339e45fd7f, 2020-09-23 10:27:10 +0200, Felix Johnny, 2, 0, 2, LINK)"
43529,1,5,0,5,"(8dbab4f830b2f77199c22e7c1763bea8e523079b, 2020-09-24 18:23:35 -0700, Jaesung Chung, 5, 0, 5, LINK)"
43561,1,7,4,11,"(aa59c42debb5146da4f9192321c92fe06eaec35d, 2020-09-26 00:25:19 +0800, Hollow Man, 7, 4, 11, LINK)"
43653,1,5,0,5,"(3b0672c24b134f9eb7549cc4cefcb23c773295cd, 2020-10-02 18:15:44 -0700, A. Unique TensorFlower, 5, 0, 5, LINK)"
43781,1,0,1,1,"(1831af3c012643a5d61012bf71b653e075dcfd22, 2020-10-05 16:41:23 -0700, Jaesung Chung, 0, 1, 1, LINK)"
43789,3,39,42,81,"(79614a9262d07855b0c2154bfaf0ab8d93f92aa2, 2020-10-14 12:22:25 -0700, A. Unique TensorFlower, 12, 15, 27, LINK), (72028307fdd8b00559ed631a409c9237ff0c24b8, 2020-10-13 14:05:57 -0700, A. Unique TensorFlower, 15, 12, 27, LINK), (4a08a202298065781ba4462a8713cb623e6b0547, 2020-10-13 10:47:30 -0700, A. Unique TensorFlower, 12, 15, 27, LINK)"
43813,1,6,4,10,"(172b97d429c87351e15002ce0443fe1c40bb5ff9, 2020-10-06 13:59:03 -0700, Frank Chen, 6, 4, 10, LINK)"
43816,1,31,7,38,"(5a8b0d3e80cef5ffba362d747a0f449c90862b5d, 2020-11-30 10:29:31 -0800, Scott Zhu, 31, 7, 38, LINK)"
43817,2,2,2,4,"(1fd4a4655b4f59773ee2509e9fbbb7797fc5f5b7, 2020-10-07 13:00:25 -0700, Brian Patton, 1, 1, 2, LINK), (8146610552259c345d75db623517fa58ed7916cc, 2020-10-06 18:39:33 -0700, A. Unique TensorFlower, 1, 1, 2, LINK)"
43824,1,63,10,73,"(62d414ba034ae82f863b4f8c91bdb463426feae0, 2020-10-08 14:34:57 -0700, Tomer Kaftan, 63, 10, 73, LINK)"
43887,1,15,11,26,"(e4828fe68d9d8348259607010b1c23350004b576, 2020-10-20 22:49:39 -0700, Advait Jain, 15, 11, 26, LINK)"
43898,1,45,47,92,"(2a8152031aab72ec496a80a3f822c74af312354e, 2020-11-03 11:29:17 -0800, Advait Jain, 45, 47, 92, LINK)"
43978,1,36,10,46,"(ab9b5f5b05aba06b7fbd69a1dc2493bf866b0215, 2020-10-19 18:05:28 -0700, Reed Wanderman-Milne, 36, 10, 46, LINK)"
44,2,1809,240,2049,"(b31675bbff6f8274752e64f59c478d534fd91307, 2019-07-12 06:14:53 -0700, Denis Khalikov, 358, 19, 377, LINK), (2c8d0dca978a246f54c506aae4587dbce5d3bcf0, 2017-02-21 11:00:19 -0800, Benoit Steiner, 1451, 221, 1672, LINK)"
44011,1,138,80,218,"(1ce28a3f8a7670eda543176c7fe3a78b5db11a1e, 2020-12-15 16:54:01 -0800, Allen Lavoie, 138, 80, 218, LINK)"
4424,1,0,3,3,"(d2c2d134dfc3e31f6d1296576f76e9abd4fc6c1c, 2016-09-23 12:55:06 -0800, Vijay Vasudevan, 0, 3, 3, LINK)"
4425,1,14,0,14,"(9bff346137aa1c627f2dccb77fdda10863456b45, 2016-10-11 08:29:18 -0800, Benoit Steiner, 14, 0, 14, LINK)"
44278,1,72,20,92,"(cbc7f31b7d6aac81158be084201d3b3e8e346907, 2020-11-03 11:41:58 -0800, Andrew Audibert, 72, 20, 92, LINK)"
44502,5,476,351,827,"(4f2a50496df5907a33e82c452c91e365ce841c91, 2020-11-19 09:21:40 -0800, Allen Lavoie, 160, 35, 195, LINK), (a01917bcfacbb25a8b0af09d81bdcc92d58ab3b7, 2020-11-16 19:19:48 -0800, A. Unique TensorFlower, 33, 125, 158, LINK), (cd24d3f0ec0f5802629ac94ea8651b30621727ef, 2020-11-16 16:13:20 -0800, Allen Lavoie, 125, 33, 158, LINK), (bf0c564860c7d1dfde2a536ff534aefe891afeff, 2020-11-16 14:10:26 -0800, A. Unique TensorFlower, 33, 125, 158, LINK), (cd95ce5edab5a30912da94412575c32b4ee663c1, 2020-11-16 12:26:23 -0800, Allen Lavoie, 125, 33, 158, LINK)"
44520,2,74,2,76,"(9b87db80e0992c99b52166b560ed23670af720ef, 2020-12-03 17:19:02 -0800, Terry Heo, 37, 1, 38, LINK), (e7e56b2650ab9eb2d4245bdaf86d4861ad75f5af, 2020-12-03 17:19:02 -0800, Terry Heo, 37, 1, 38, LINK)"
44646,1,100,1,101,"(8f68aad1107df679843da96a990773e9fc30201c, 2020-11-19 16:13:09 -0800, Scott Zhu, 100, 1, 101, LINK)"
447,1,48,8,56,"(15f32d93a48fa78f7f2f17c0a46f5625637c82aa, 2017-05-10 12:31:10 -0700, Vijay Vasudevan, 48, 8, 56, LINK)"
44768,2,18,4,22,"(eff07b8226691714cca14cf2827f817baca92f7b, 2020-11-11 12:37:55 -0800, Ran Chen, 9, 2, 11, LINK), (659aca25dabfabdf66f51182aee8f94eae8f78cc, 2020-11-11 12:37:55 -0800, Ran Chen, 9, 2, 11, LINK)"
449,1,109,31,140,"(5de908567355337fdebd997fb5c60993cbe9ba2e, 2015-12-08 16:11:23 -0800, Vijay Vasudevan, 109, 31, 140, LINK)"
4492,1,2,0,2,"(3584eba95fe886dd3cea851e82c77e53e376931f, 2016-09-20 09:45:49 -0800, Vijay Vasudevan, 2, 0, 2, LINK)"
44983,1,15,23,38,"(b6be9714e878a7dd0d1405bd7a83e021ba4b561a, 2020-12-20 13:11:02 -0800, Hye Soo Yang, 15, 23, 38, LINK)"
45,1,7,7,14,"(83ff81bfd9d382852d0302ab2a234feb2e938fc7, 2019-07-13 05:55:25 -0700, Masaki Kozuki, 7, 7, 14, LINK)"
45054,1,50,7,57,"(8438d59abbd7a2c3d1c48bfd91b118aae53bbb14, 2021-01-07 12:11:14 -0800, Scott Zhu, 50, 7, 57, LINK)"
4514,1,2,2,4,"(a5f8f42cb29d890650c4ca5fac6654884856a8e1, 2016-09-21 12:54:46 -0700, Vijay Vasudevan, 2, 2, 4, LINK)"
4516,1,4,0,4,"(922fe29b37efe127e4a8b4344ed02b3edb0173d4, 2017-06-14 20:45:30 -0700, Andrew Selle, 4, 0, 4, LINK)"
45195,1,58,2,60,"(077fe29d9d1f2149dd8c74bcd2f99de7b5fd1506, 2020-12-03 15:35:02 -0800, Jaesung Chung, 58, 2, 60, LINK)"
45300,4,16,16,32,"(cdb400a3aa465bfc7b1fb7b6686b7734e641d1c3, 2020-12-02 13:08:20 -0800, Geeta Chavan, 4, 4, 8, LINK), (852bbc996e50391eb8dcdfd0b58cbe3e90e9782b, 2020-12-02 13:08:20 -0800, Geeta Chavan, 4, 4, 8, LINK), (9b4b05875a2fb4922ff5d6bec57232247102648b, 2020-12-01 17:18:28 -0800, Geeta Chavan, 4, 4, 8, LINK), (06f65877333618af29e50ae0dd279ebc85f34f42, 2020-12-01 17:18:28 -0800, Geeta Chavan, 4, 4, 8, LINK)"
45315,1,4,0,4,"(a2350d3cad4bb93044f4d876f0597642762fe14f, 2020-12-01 15:28:53 -0800, Advait Jain, 4, 0, 4, LINK)"
45392,2,25,0,25,"(f137ea2a23ac1e171224a16d59efc060ea06a616, 2020-12-14 23:12:56 +0000, Yong Tang, 12, 0, 12, REGEX), (0666d8bb711b41c9f03dec238d7d165bc946fc70, 2020-12-14 23:11:16 +0000, Yong Tang, 13, 0, 13, REGEX)"
45492,1,11,0,11,"(7d7e3953d4cc1435a102e2dd192b9d6c30536dcf, 2020-12-08 12:02:02 -0800, Advait Jain, 11, 0, 11, LINK)"
45536,2,162,42,204,"(ef97e90d60046ed9f50ac632f87301a4a73c47f2, 2020-12-14 20:06:07 -0800, Reed Wanderman-Milne, 81, 21, 102, LINK), (ab80014d88857d143238071e58b0c81e708431f0, 2020-12-14 20:06:07 -0800, Reed Wanderman-Milne, 81, 21, 102, LINK)"
45662,1,3,1,4,"(671c78343c3427858bd5674baab80c3c8c429815, 2021-01-05 14:11:22 -0800, Allen Lavoie, 3, 1, 4, LINK)"
45665,1,0,2,2,"(4ed0453e335527c12b6a5769867af20fd09af914, 2020-12-09 22:38:54 -0600, Ryan Kuester, 0, 2, 2, LINK)"
4588,1,8,2,10,"(996ea134da6b672e603d215ba3137140ae36cb90, 2016-10-06 10:28:24 -0800, Eugene Brevdo, 8, 2, 10, LINK)"
45894,1,16,1,17,"(59f5abfbc8dc5559c361f80f4fa4a006db825e40, 2020-12-28 13:03:29 -0800, Andrew Audibert, 16, 1, 17, LINK)"
4595,1,24,24,48,"(c51a29a43a7c2b4a7bab39282b01b46bfceac498, 2016-09-27 09:31:56 -0800, Asim Shankar, 24, 24, 48, LINK)"
45975,1,9,0,9,"(73c5ff37f15e385eb3541089b183a3a66907842d, 2020-12-28 13:53:11 +0000, Yong Tang, 9, 0, 9, REGEX)"
46020,1,147,31,178,"(c5ce162da8efb465e2ba8a8825049614813892a9, 2021-01-05 22:54:09 -0800, Advait Jain, 147, 31, 178, LINK)"
46064,1,17,1,18,"(1a99f30ec75c9a851af3ddde8eb954d9c6920af3, 2021-01-10 19:07:11 +0000, Yong Tang, 17, 1, 18, REGEX)"
46148,1,1,1,2,"(12c3d683af1d5d7bd4e0e0e8e5c5d67f93e99f6d, 2021-01-04 13:01:23 -0600, Ryan Kuester, 1, 1, 2, LINK)"
46186,1,13,8,21,"(746817af146e65e1e7ebca3a893cb217a4bec938, 2021-01-05 13:37:31 -0800, Advait Jain, 13, 8, 21, LINK)"
46261,1,4,2,6,"(90866e40723dbdfd9091109331fe8ec292081063, 2021-01-07 15:22:21 -0800, Advait Jain, 4, 2, 6, LINK)"
4628,1,2,2,4,"(510ed21e3dbb81aee8e31318990dff21163086d5, 2016-09-29 15:42:37 -0800, Zongheng Yang, 2, 2, 4, LINK)"
46297,2,72,11,83,"(1a324f5c7249fbff56ed0b488d3cb20379a35d92, 2021-01-08 11:46:58 -0800, Advait Jain, 72, 9, 81, LINK), (0a342ee36b2627c2ce5d3d1bb4103191dd8d7711, 2021-01-07 15:21:02 -0600, Ryan Kuester, 0, 2, 2, LINK)"
46347,1,44,15,59,"(892bbc9797710e78cede18ba4baae3c4185ea2a9, 2021-01-11 11:53:27 -0800, Advait Jain, 44, 15, 59, LINK)"
4640,1,0,5,5,"(78faf868e3a8ee5a2123f1736b0b6983b1776d1c, 2016-11-18 21:14:49 +0300, Vladislav Gubarev, 0, 5, 5, LINK)"
46423,1,30,10,40,"(f12082d7af509e9549d8e8fb2b514ccd0db0e84e, 2021-01-14 18:43:36 -0800, Jaesung Chung, 30, 10, 40, LINK)"
46465,2,842,12,854,"(fdfe9ee81d841dfddc0df23a9c2779ac404610ca, 2021-01-15 11:40:55 -0800, Advait Jain, 842, 11, 853, LINK), (d2460be38bd655520dd16a0a64096e0161d52331, 2021-01-15 15:51:07 -0800, Advait Jain, 0, 1, 1, LINK)"
4662,1,26,9,35,"(9c4b2f5df01987f94db72396f5dd59b363524d3d, 2016-10-04 15:55:13 -0700, David Z. Chen, 26, 9, 35, LINK)"
4668,1,210,28,238,"(434794582e79e2d98d984a00a5779a712a34e885, 2016-12-01 11:59:22 -0800, A. Unique TensorFlower, 210, 28, 238, LINK)"
4673,1,40,27,67,"(8acc9eb46e9b2aa88d90dac77f37cfc98a4a739c, 2016-10-06 12:28:12 -0800, A. Unique TensorFlower, 40, 27, 67, LINK)"
469,1,1,0,1,"(2a128fcaa6eb2771428f300c728db4db647b5927, 2016-01-16 12:05:52 +0800, Yi-Lin Juang, 1, 0, 1, LINK)"
47,1,5,1,6,"(35862b95ffeab2d0d741f0489ae5dcf51436c713, 2015-12-22 10:05:15 -0800, Illia Polosukhin, 5, 1, 6, LINK)"
471,1,5,4,9,"(475edf8e949e9913e74d2f4b183f271198ecda86, 2015-12-10 15:10:51 -0800, Vijay Vasudevan, 5, 4, 9, LINK)"
4715,1,213,1,214,"(b718fd6ad8cebc470fcc7e53bb6902168edd5587, 2016-10-11 09:54:32 -0800, A. Unique TensorFlower, 213, 1, 214, LINK)"
4727,1,5,6,11,"(4b553d2325bef388fdbae4a868189c6c7e7cbf57, 2017-03-22 09:45:43 -0700, Yong Tang, 5, 6, 11, LINK)"
4737,1,45,1,46,"(2775130b04db48bb74c8399b05f6602aa7a88f13, 2016-10-22 13:24:24 +0800, 郭同jet · 耐心, 45, 1, 46, REGEX)"
4746,1,7719,2403,10122,"(98f0e1efec45ed56ef9045f6f1443998bc0d2da1, 2017-08-11 08:36:21 -0700, Yong Tang, 1289, 343, 1632, REGEX)"
4782,1,17,1,18,"(aa5e959b8908e79e21cc9b545ceea74477abb6a3, 2016-10-07 18:08:06 +0800, Haosdent Huang, 17, 1, 18, LINK)"
4798,1,4,2,6,"(77c8a03c3b398a95cd01ef3a1c7f5bed4935432b, 2016-10-06 18:44:42 +0100, Derek Murray, 4, 2, 6, LINK)"
480,1,2,2,4,"(391a5a4adf439785979914e112021ea96f237da9, 2015-12-23 11:59:21 -0800, Vijay Vasudevan, 2, 2, 4, LINK)"
4844,1,8,7,15,"(57566b58e1ff3ce81f853e59f43a99bdf931259c, 2016-10-12 16:47:56 -0800, Justine Tunney, 8, 7, 15, LINK)"
4861,1,4,0,4,"(7c79d528f43c69b6719da0c7846cd3aa56df57ef, 2016-10-13 13:47:54 -0800, Justine Tunney, 4, 0, 4, LINK)"
49,2,78,30,108,"(d18653005c8ff077492b541538538de0b2ec55ac, 2019-08-05 22:13:56 -0700, Diego Caballero, 37, 14, 51, LINK), (dc7bc9e4053e8b643937447f1f31a2bf980a1d3a, 2019-08-05 22:13:56 -0700, Diego Caballero, 41, 16, 57, LINK)"
490,1,6,7,13,"(d3e23707f1f7e0f75dea7ede5417403617f084db, 2015-12-14 16:44:21 -0800, Martin Wicke, 6, 7, 13, LINK)"
4903,2,151,211,362,"(37851f4abdf4991fde654264f56a2bd8a2762551, 2016-10-22 08:06:15 -0800, A. Unique TensorFlower, 69, 139, 208, LINK), (39d0932c8796802a15663d3b59f559ab36244ece, 2016-10-12 07:48:41 -0800, A. Unique TensorFlower, 82, 72, 154, LINK)"
4928,1,1,1,2,"(60d54d6b8524bcaf512f53384b307fae47b953d2, 2016-10-13 14:54:59 -0700, David Z. Chen, 1, 1, 2, LINK)"
4938,1,3,0,3,"(3a8ec777219002edf05264730f06760d1c346d6f, 2016-10-14 11:51:28 -0800, Lukasz Kaiser, 3, 0, 3, LINK)"
4996,2,66,162,228,"(4d0b2a57fa883bf8b80ee1d08fd3bd45e3625f53, 2016-10-25 15:43:01 -0800, Vijay Vasudevan, 19, 82, 101, LINK), (465ce3dd8a6e4006bd802b73f2ec09f6fd169272, 2016-10-19 16:38:33 -0800, Vijay Vasudevan, 47, 80, 127, LINK)"
5,17,40211,8735,48946,"(996f37c25dfa1bd81d28d76c19f46e8755c31d28, 2020-06-28 17:52:01 -0400, settle, 36, 27, 63, LINK), (cf7c008ab150ac8e5edb3ed053d38b2919699796, 2017-06-28 11:07:44 -0700, Yifei Feng, 35256, 8213, 43469, LINK), (3faa4d2d9672fb6f8ba8f80a0df45dabeb5a3382, 2017-06-26 10:16:32 -0700, A. Unique TensorFlower, 2, 0, 2, LINK), (870b7775b2538d78d9353eba53d7664021405013, 2017-01-25 23:25:29 -0800, Asim Shankar, 409, 5, 414, LINK), (cd4a96499b5f83d82f2612f8e5aa99726cf15edb, 2017-01-23 17:54:29 -0800, Asim Shankar, 111, 24, 135, LINK), (d73a2668b5e7b65d54576be461e1107f27ea1365, 2017-01-10 10:44:40 -0800, Asim Shankar, 40, 1, 41, LINK), (bd65cda4051a042003096096ab9b05c73a15e65c, 2016-12-06 16:59:55 -0800, Asim Shankar, 223, 40, 263, LINK), (4d51b55cf8c2f58f49b3c89bf0dbd32b5875f1fb, 2016-12-06 13:49:10 -0800, Asim Shankar, 145, 4, 149, LINK), (f074dc8a132b3de5fd1e0886222e1fa4ad5b4c96, 2016-12-06 12:35:05 -0800, Asim Shankar, 734, 13, 747, LINK), (22812d55368956b74ccf3afd4c1139458b7b29fb, 2016-12-05 17:16:23 -0800, Asim Shankar, 354, 14, 368, LINK), (6de74f8502c0fae1a7ddeeb5c02496e2452774f5, 2016-12-05 16:02:11 -0800, Asim Shankar, 410, 0, 410, LINK), (005b59a92eb71a5880c16414eb0a442b7cdb6ec2, 2016-12-05 14:04:24 -0800, Asim Shankar, 93, 1, 94, LINK), (502675bc775700fb1fa53edde377ba65de6d2897, 2016-12-05 13:35:54 -0800, Asim Shankar, 98, 29, 127, LINK), (2b1cd28297c4ba9305807f5fe9bb15570758a3fc, 2016-12-02 11:11:28 -0800, Asim Shankar, 1012, 18, 1030, LINK), (00ae29436a604ae62cbe4eb823cb5785431c842e, 2016-11-28 17:28:20 -0800, Asim Shankar, 376, 0, 376, LINK), (573fbda10163d4d12871f824acbfd1fb5778332f, 2016-01-07 07:45:47 -0800, Vincent Vanhoucke, 834, 346, 1180, LINK), (634105240d4ccc4e17b0639584ce647b0bfbc639, 2015-11-25 00:15:45 -0800, Illia Polosukhin, 78, 0, 78, LINK)"
50,3,747,398,1145,"(c3f5d9c2630b51b15936c5b6c8b21fa52e2f0bb5, 2019-08-01 16:31:15 -0700, Uday Bondhugula, 286, 190, 476, LINK), (80bad2fe8756358a46943de36f2353339afc19fb, 2019-08-01 16:31:15 -0700, Uday Bondhugula, 400, 195, 595, LINK), (b14b86cef14e6205a7bd4c602834008e568ea31f, 2016-01-13 16:21:18 +0300, makseq-ubnt, 61, 13, 74, LINK)"
5014,1,2,0,2,"(222e4a716feae7a0331399903139bc9a2b422529, 2016-10-31 19:52:53 +0100, Dr. Kashif Rasul, 2, 0, 2, LINK)"
505,1,23,20,43,"(f2eae4b3d27a4dc6d1f591f55a50fb3e1984a287, 2015-12-16 17:54:29 -0800, Derek Murray, 23, 20, 43, LINK)"
5059,1,25,25,50,"(08c73994c90cc4e9f2ce055913669d86b1949c79, 2016-10-21 17:43:11 -0800, A. Unique TensorFlower, 25, 25, 50, LINK)"
5070,1,1,1,2,"(ab9d1c480a6b5131e0225752ca8c055eac2e70d1, 2016-10-24 15:08:48 -0800, Vincent Vanhoucke, 1, 1, 2, LINK)"
51,2,1515,243,1758,"(a821b8c1fed1b2370c86dfb0ec74e7e8941a8c7f, 2019-07-22 15:06:15 -0700, River Riddle, 10, 1, 11, LINK), (fe589d9e7caea582beed160ad47e55f537a8403e, 2017-05-31 06:15:23 +0100, Luke Iwanski, 1505, 242, 1747, LINK)"
5106,1,57,12,69,"(6f259612b6763444df59f8229e14b5127ec40b75, 2016-10-25 10:19:49 -0800, Asim Shankar, 57, 12, 69, LINK)"
5115,1,50,12,62,"(f46fe646a26f0514fdfbfcea3882fd0120f24388, 2016-11-09 13:15:12 -0800, Derek Murray, 50, 12, 62, LINK)"
5118,1,2,2,4,"(7c9d0da5bc3f6a707b311e7f38e8d77e5574901a, 2016-11-26 16:58:05 -0800, Ian, 2, 2, 4, LINK)"
514,1,12,10,22,"(ff30fdc3d3ba0a6fe94a292b8d5616f6f4901ad2, 2015-12-18 06:59:43 +0100, Denny Britz, 12, 10, 22, LINK)"
